time,NAO,BLO,EOF3,EOF4,EOF5,EOF6,EOF7,EOF8,EOF9,EOF10
1979-05-30 12:00:00,0.84990346,-0.35143486,-0.82704085,-0.17330644,-1.5112004,-1.7623303,-0.8713427,-0.9000957,0.020888237,-0.95786417
1979-05-31 12:00:00,0.46956587,0.32574272,-1.775178,-0.024769943,-1.7029489,-1.453875,-0.61642754,-1.5325599,-0.16027088,-0.59491587
1979-06-01 12:00:00,0.50554,0.6778458,-1.6771994,0.4367248,-1.7882348,-1.1718022,-1.1794869,-1.2846327,0.26740423,1.2835538
1979-06-02 12:00:00,0.58252627,1.1921666,-1.3718526,1.1028563,-1.5125109,-0.9344399,-1.154933,-0.80808306,0.24443619,0.67918676
1979-06-03 12:00:00,0.4423829,1.5925967,-1.2270293,0.6845454,-0.6788111,-0.87588847,0.08598469,0.002621419,0.16457887,-0.38158354
1979-06-04 12:00:00,0.2380023,1.3526837,-0.5037791,0.035253294,-0.26352233,-0.6195501,0.50951,0.577882,0.15221067,-0.34560746
1979-06-05 12:00:00,0.10253673,1.0170548,0.0024977997,-0.32905293,-0.3777534,-0.5473582,0.56331176,0.46560103,0.2408315,-0.08640136
1979-06-06 12:00:00,-0.1662108,0.792136,0.16439569,-0.4963888,-0.42838016,-0.64788705,0.5619204,0.6884463,0.4313156,0.24710456
1979-06-07 12:00:00,-0.4063399,0.649411,0.34798965,-0.3657106,-0.90105176,-0.37611523,0.33402038,0.6340227,-0.39940816,0.7474207
1979-06-08 12:00:00,-0.40060923,0.23229006,0.54306483,-0.25899944,-1.6587025,-0.18211778,0.35725334,-0.1640025,-1.238271,0.6164252
1979-06-09 12:00:00,0.05014261,-0.14808004,0.65509707,0.15885623,-1.577937,-0.14776812,0.7696303,-1.2927487,-1.087381,0.3875412
1979-06-10 12:00:00,0.6314465,-0.074362114,0.49505162,0.6180725,-1.3184083,-0.48527044,0.91938657,-1.8164896,-0.3614795,0.1757285
1979-06-11 12:00:00,0.813092,0.111908786,0.093184754,0.28907022,-0.79134214,-1.4179465,1.4841568,-1.3406026,0.008785058,0.51884145
1979-06-12 12:00:00,0.7539241,0.09285793,0.68027157,-0.3465155,-0.8775558,-2.0214772,1.0237529,-1.3176382,0.80397105,1.1375732
1979-06-13 12:00:00,0.5444695,-0.5864682,1.2414659,-0.74275434,-0.34650928,-1.7921402,0.0064418647,-0.8060658,0.55269676,0.82068014
1979-06-14 12:00:00,0.59651893,-0.50914997,1.5287938,-0.88503283,0.5878418,-0.24558716,-0.8171916,-0.8203923,-0.8696675,1.0591055
1979-06-15 12:00:00,0.832432,-0.016124494,1.2542423,-0.28537145,0.21663997,0.77053577,-1.4334722,-1.816429,-0.999003,0.34778515
1979-06-16 12:00:00,0.78880835,0.46200162,0.6729274,0.5286889,0.027647657,0.34828895,-1.3740667,-0.9394143,-0.88081795,0.049514662
1979-06-17 12:00:00,0.57773244,0.7664218,0.35197258,0.9611892,0.15787788,0.051783744,-0.3464039,-0.14742124,-0.864164,-1.1297506
1979-06-18 12:00:00,0.45166522,0.8714288,0.1304315,0.7688774,0.23366553,-0.22754839,0.5408867,0.18432876,-0.08845062,-1.6528814
1979-06-19 12:00:00,0.43409693,1.0388476,0.07898409,0.2360131,0.050680365,0.17501947,0.3109567,0.15579313,0.60988057,-1.5760646
1979-06-20 12:00:00,0.70110744,0.70528275,0.13428564,-0.29290852,-0.848761,0.44141108,-0.26339492,0.28567588,0.96219736,-1.5506821
1979-06-21 12:00:00,0.8238988,0.01876413,0.17431366,-0.8558501,-1.3567913,0.124375336,-0.3917188,0.32026526,1.2633466,-1.2021917
1979-06-22 12:00:00,0.6329803,-0.5075916,-0.14340043,-1.2505652,-1.2568506,-0.32004988,-0.111617714,0.51190764,1.5717857,-0.34254092
1979-06-23 12:00:00,0.69442385,-0.31585738,-0.24335854,-1.5887011,-0.23664658,-0.4834421,-0.012397383,0.35674194,1.1830405,0.7710689
1979-06-24 12:00:00,0.7248909,-0.02855206,-0.07713087,-1.4571955,0.45839673,-0.21532701,-0.1856016,0.04646546,0.4584835,1.0413249
1979-06-25 12:00:00,0.65173066,-0.16453035,0.15572678,-1.005323,0.58086234,-0.15894596,-0.5491373,-0.25877693,0.18636735,0.71822155
